Timestamp,Emisiones_CO2_ton,Fuente_Emision
2023-07-05 19:00:00,0.58,Procesos_Industriales
2023-08-20 21:00:00,1.07,Generacion_Electrica
2023-03-24 00:00:00,0.4,Generacion_Electrica
2023-04-16 11:00:00,1.29,Procesos_Industriales
2023-09-24 05:00:00,0.37,Generacion_Electrica
2023-03-22 09:00:00,0.68,Generacion_Electrica
2023-03-22 23:00:00,0.4,Procesos_Industriales
2023-05-18 08:00:00,0.97,Procesos_Industriales
2023-08-08 20:00:00,0.77,Procesos_Industriales
2023-08-27 13:00:00,0.62,Generacion_Electrica
2023-02-07 13:00:00,0.77,Transporte
2023-09-06 13:00:00,0.69,Procesos_Industriales
2023-05-16 16:00:00,1.3,Procesos_Industriales
2023-08-18 10:00:00,0.27,Generacion_Electrica
2023-05-29 01:00:00,1.21,Transporte
2023-11-06 16:00:00,1.02,Transporte
2023-03-12 13:00:00,0.59,Generacion_Electrica
2023-09-28 15:00:00,1.39,Procesos_Industriales
2023-03-30 17:00:00,0.35,Generacion_Electrica
2023-06-17 03:00:00,0.53,Transporte
2023-05-16 12:00:00,0.62,Procesos_Industriales
2023-02-26 21:00:00,1.01,Transporte
2023-12-16 11:00:00,1.42,Transporte
2023-09-16 11:00:00,0.93,Transporte
2023-01-07 06:00:00,1.3,Transporte
2023-08-04 20:00:00,1.37,Procesos_Industriales
2023-07-08 11:00:00,0.75,Procesos_Industriales
2023-10-23 14:00:00,0.76,Procesos_Industriales
2023-01-14 18:00:00,0.45,Generacion_Electrica
2023-05-19 12:00:00,0.94,Procesos_Industriales
2023-02-09 18:00:00,0.27,Transporte
2023-11-05 08:00:00,0.99,Transporte
2023-07-05 09:00:00,1.35,Procesos_Industriales
2023-09-23 00:00:00,1.17,Procesos_Industriales
2023-03-27 04:00:00,1.01,Generacion_Electrica
2023-08-24 05:00:00,1.27,Procesos_Industriales
2023-10-01 02:00:00,1.12,Generacion_Electrica
2023-05-30 23:00:00,0.84,Procesos_Industriales
2023-10-14 10:00:00,0.83,Generacion_Electrica
2023-10-21 09:00:00,0.25,Procesos_Industriales
2023-07-28 18:00:00,0.71,Procesos_Industriales
2023-06-16 06:00:00,0.83,Procesos_Industriales
2023-11-24 00:00:00,0.76,Generacion_Electrica
2023-08-24 05:00:00,1.19,Transporte
2023-03-07 15:00:00,0.33,Generacion_Electrica
2023-07-29 03:00:00,1.21,Procesos_Industriales
2023-10-08 03:00:00,1.14,Transporte
2023-08-28 18:00:00,1.36,Generacion_Electrica
2023-04-03 05:00:00,0.62,Generacion_Electrica
2023-02-21 02:00:00,0.35,Transporte
2023-12-23 11:00:00,1.16,Procesos_Industriales
2023-03-23 03:00:00,0.92,Transporte
2023-08-20 00:00:00,1.1,Procesos_Industriales
2023-07-18 01:00:00,1.5,Transporte
2023-06-01 08:00:00,0.37,Generacion_Electrica
2023-08-21 20:00:00,0.68,Generacion_Electrica
2023-10-05 10:00:00,0.37,Generacion_Electrica
2023-07-21 03:00:00,1.3,Procesos_Industriales
2023-09-13 18:00:00,0.12,Procesos_Industriales
2023-09-07 03:00:00,0.29,Transporte
2023-08-13 10:00:00,0.45,Procesos_Industriales
2023-08-09 07:00:00,1.18,Procesos_Industriales
2023-07-12 09:00:00,0.98,Transporte
2023-04-10 08:00:00,0.64,Procesos_Industriales
2023-10-11 04:00:00,0.32,Transporte
2023-05-31 05:00:00,0.55,Procesos_Industriales
2023-10-21 01:00:00,1.14,Procesos_Industriales
2023-10-09 03:00:00,0.63,Generacion_Electrica
2023-11-27 16:00:00,0.75,Procesos_Industriales
2023-02-01 14:00:00,0.95,Transporte
2023-02-23 07:00:00,1.38,Transporte
2023-01-19 09:00:00,0.45,Generacion_Electrica
2023-09-17 12:00:00,0.73,Transporte
2023-11-18 12:00:00,0.53,Generacion_Electrica
2023-06-24 17:00:00,0.75,Procesos_Industriales
2023-06-15 10:00:00,1.08,Generacion_Electrica
2023-03-05 14:00:00,0.77,Procesos_Industriales
2023-01-08 22:00:00,1.27,Transporte
2023-03-20 01:00:00,0.87,Generacion_Electrica
2023-11-28 14:00:00,0.64,Transporte
2023-11-04 00:00:00,1.2,Transporte
2023-11-09 01:00:00,0.7,Transporte
2023-11-24 20:00:00,0.82,Transporte
2023-12-19 01:00:00,1.49,Transporte
2023-12-14 18:00:00,1.2,Generacion_Electrica
2023-08-22 14:00:00,1.3,Transporte
2023-06-12 14:00:00,0.93,Generacion_Electrica
2023-10-05 12:00:00,0.59,Generacion_Electrica
2023-12-03 21:00:00,1.49,Generacion_Electrica
2023-04-11 12:00:00,0.44,Transporte
2023-01-01 23:00:00,1.32,Transporte
2023-10-04 00:00:00,1.38,Generacion_Electrica
2023-11-28 14:00:00,1.24,Transporte
2023-03-14 13:00:00,0.26,Generacion_Electrica
2023-05-12 16:00:00,1.3,Transporte
2023-05-21 11:00:00,1.03,Transporte
2023-05-20 15:00:00,1.05,Generacion_Electrica
2023-01-20 04:00:00,1.2,Transporte
2023-03-30 05:00:00,0.79,Generacion_Electrica
2023-09-22 20:00:00,0.47,Generacion_Electrica
2023-03-08 22:00:00,0.9,Transporte
2023-01-03 23:00:00,0.25,Transporte
2023-09-22 15:00:00,1.04,Generacion_Electrica
2023-01-30 10:00:00,0.78,Generacion_Electrica
2023-03-22 08:00:00,0.8,Generacion_Electrica
2023-04-27 14:00:00,0.36,Procesos_Industriales
2023-12-14 17:00:00,0.16,Transporte
2023-01-02 05:00:00,0.96,Procesos_Industriales
2023-07-31 07:00:00,1.02,Generacion_Electrica
2023-05-18 23:00:00,0.8,Procesos_Industriales
2023-10-10 19:00:00,1.17,Generacion_Electrica
2023-03-20 02:00:00,0.89,Procesos_Industriales
2023-12-18 04:00:00,1.29,Procesos_Industriales
2023-03-07 11:00:00,0.5,Transporte
2023-10-28 13:00:00,0.44,Transporte
2023-04-12 13:00:00,0.47,Procesos_Industriales
2023-11-10 19:00:00,0.14,Generacion_Electrica
2023-01-25 05:00:00,1.36,Transporte
2023-04-04 22:00:00,1.5,Procesos_Industriales
2023-09-01 20:00:00,1.24,Generacion_Electrica
2023-01-26 00:00:00,0.68,Transporte
2023-12-29 18:00:00,0.6,Procesos_Industriales
2023-02-03 17:00:00,1.18,Generacion_Electrica
2023-04-14 13:00:00,0.81,Generacion_Electrica
2023-11-05 06:00:00,1.42,Procesos_Industriales
2023-03-02 06:00:00,0.49,Generacion_Electrica
2023-01-20 12:00:00,0.55,Procesos_Industriales
2023-01-27 05:00:00,1.5,Generacion_Electrica
2023-05-21 22:00:00,1.47,Procesos_Industriales
2023-09-30 10:00:00,1.34,Transporte
2023-01-05 17:00:00,0.67,Generacion_Electrica
2023-02-21 01:00:00,1.27,Procesos_Industriales
2023-08-17 11:00:00,0.5,Procesos_Industriales
2023-03-09 08:00:00,0.46,Generacion_Electrica
2023-05-19 05:00:00,0.87,Transporte
2023-11-03 07:00:00,1.3,Procesos_Industriales
2023-11-12 20:00:00,0.24,Transporte
2023-09-25 08:00:00,0.89,Generacion_Electrica
2023-07-13 08:00:00,0.95,Transporte
2023-08-27 21:00:00,0.91,Generacion_Electrica
2023-08-23 02:00:00,0.41,Procesos_Industriales
2023-07-20 13:00:00,0.19,Transporte
2023-04-16 17:00:00,1.35,Generacion_Electrica
2023-05-13 06:00:00,0.9,Procesos_Industriales
2023-11-29 06:00:00,1.18,Transporte
2023-04-03 14:00:00,0.61,Generacion_Electrica
2023-12-01 05:00:00,0.16,Transporte
2023-01-03 03:00:00,0.46,Procesos_Industriales
2023-04-08 16:00:00,0.2,Procesos_Industriales
2023-07-31 00:00:00,0.21,Generacion_Electrica
2023-09-28 06:00:00,0.4,Transporte
2023-08-31 22:00:00,0.99,Transporte
2023-07-15 15:00:00,1.24,Procesos_Industriales
2023-06-27 18:00:00,1.25,Transporte
2023-03-11 02:00:00,1.41,Transporte
2023-11-04 00:00:00,1.02,Transporte
2023-08-04 23:00:00,0.13,Generacion_Electrica
2023-08-23 05:00:00,0.63,Procesos_Industriales
2023-06-17 02:00:00,0.26,Generacion_Electrica
2023-01-27 11:00:00,1.19,Procesos_Industriales
2023-09-25 13:00:00,0.27,Generacion_Electrica
2023-01-08 06:00:00,0.25,Generacion_Electrica
2023-09-14 12:00:00,0.14,Generacion_Electrica
2023-11-18 03:00:00,1.44,Transporte
2023-10-20 01:00:00,1.2,Procesos_Industriales
2023-03-31 07:00:00,0.57,Generacion_Electrica
2023-10-19 15:00:00,0.63,Transporte
2023-03-03 10:00:00,0.18,Generacion_Electrica
2023-08-07 12:00:00,0.32,Transporte
2023-10-30 00:00:00,0.54,Generacion_Electrica
2023-06-20 22:00:00,0.64,Procesos_Industriales
2023-01-14 17:00:00,0.97,Procesos_Industriales
2023-04-22 09:00:00,0.59,Generacion_Electrica
2023-07-12 14:00:00,1.44,Generacion_Electrica
2023-08-07 00:00:00,0.58,Generacion_Electrica
2023-10-02 07:00:00,1.42,Generacion_Electrica
2023-02-07 01:00:00,1.12,Transporte
2023-12-01 05:00:00,1.36,Procesos_Industriales
2023-03-12 00:00:00,1.08,Transporte
2023-09-05 23:00:00,0.9,Procesos_Industriales
2023-10-14 02:00:00,0.81,Generacion_Electrica
2023-01-06 13:00:00,0.51,Procesos_Industriales
2023-09-10 16:00:00,0.52,Generacion_Electrica
2023-02-16 21:00:00,0.41,Generacion_Electrica
2023-03-26 23:00:00,0.64,Transporte
2023-06-24 12:00:00,0.28,Procesos_Industriales
2023-04-29 17:00:00,0.64,Transporte
2023-05-21 06:00:00,1.27,Transporte
2023-05-02 07:00:00,1.32,Transporte
2023-04-18 23:00:00,1.0,Transporte
2023-06-28 11:00:00,0.46,Procesos_Industriales
2023-06-27 13:00:00,0.44,Procesos_Industriales
2023-10-25 06:00:00,0.49,Transporte
2023-01-11 04:00:00,0.8,Procesos_Industriales
2023-08-02 16:00:00,1.47,Generacion_Electrica
2023-07-25 05:00:00,0.25,Procesos_Industriales
2023-10-12 15:00:00,0.8,Transporte
2023-03-16 02:00:00,1.06,Generacion_Electrica
2023-09-20 22:00:00,0.44,Generacion_Electrica
2023-12-26 12:00:00,1.46,Generacion_Electrica
2023-09-21 22:00:00,0.59,Generacion_Electrica
2023-09-04 02:00:00,1.41,Generacion_Electrica
2023-12-27 01:00:00,0.94,Transporte
2023-11-16 12:00:00,0.11,Transporte
2023-03-23 10:00:00,0.54,Generacion_Electrica
2023-11-05 01:00:00,0.13,Transporte
2023-03-09 23:00:00,0.63,Procesos_Industriales
2023-07-29 20:00:00,1.41,Transporte
2023-06-02 17:00:00,1.19,Procesos_Industriales
2023-12-11 04:00:00,0.97,Transporte
2023-10-14 10:00:00,0.85,Procesos_Industriales
2023-02-06 05:00:00,0.62,Procesos_Industriales
2023-05-13 23:00:00,0.4,Generacion_Electrica
2023-05-10 23:00:00,0.19,Transporte
2023-03-30 03:00:00,0.37,Generacion_Electrica
2023-10-30 04:00:00,0.59,Procesos_Industriales
2023-01-16 16:00:00,0.83,Transporte
2023-03-22 21:00:00,0.39,Transporte
2023-01-09 12:00:00,1.46,Generacion_Electrica
2023-10-21 22:00:00,0.21,Transporte
2023-09-05 20:00:00,0.23,Transporte
2023-10-29 22:00:00,1.06,Transporte
2023-07-04 04:00:00,1.16,Procesos_Industriales
2023-04-12 01:00:00,1.46,Generacion_Electrica
2023-06-15 13:00:00,0.84,Procesos_Industriales
2023-01-28 22:00:00,0.33,Generacion_Electrica
2023-05-23 09:00:00,1.41,Procesos_Industriales
2023-05-08 17:00:00,1.47,Procesos_Industriales
2023-03-13 23:00:00,1.39,Procesos_Industriales
2023-09-07 00:00:00,1.32,Procesos_Industriales
2023-06-17 18:00:00,0.21,Generacion_Electrica
2023-11-24 14:00:00,1.3,Transporte
2023-09-10 16:00:00,1.43,Generacion_Electrica
2023-06-08 22:00:00,0.87,Transporte
2023-03-12 23:00:00,1.18,Generacion_Electrica
2023-11-14 13:00:00,1.03,Generacion_Electrica
2023-11-06 14:00:00,0.5,Generacion_Electrica
2023-07-09 05:00:00,0.92,Generacion_Electrica
2023-01-03 05:00:00,1.35,Procesos_Industriales
2023-01-29 19:00:00,0.79,Generacion_Electrica
2023-09-10 18:00:00,0.93,Generacion_Electrica
2023-12-19 00:00:00,0.84,Transporte
2023-05-24 00:00:00,0.5,Procesos_Industriales
2023-02-04 17:00:00,1.0,Procesos_Industriales
2023-08-30 10:00:00,0.81,Generacion_Electrica
2023-05-27 18:00:00,0.43,Generacion_Electrica
2023-12-28 00:00:00,1.35,Procesos_Industriales
2023-09-02 04:00:00,1.43,Procesos_Industriales
2023-03-26 10:00:00,0.18,Generacion_Electrica
2023-05-28 20:00:00,0.97,Generacion_Electrica
2023-02-07 17:00:00,0.68,Generacion_Electrica
2023-09-23 04:00:00,0.84,Transporte
2023-02-19 07:00:00,0.62,Procesos_Industriales
2023-02-15 08:00:00,0.76,Transporte
2023-02-19 16:00:00,0.55,Procesos_Industriales
2023-03-30 16:00:00,0.26,Procesos_Industriales
2023-08-13 11:00:00,0.52,Procesos_Industriales
2023-05-24 19:00:00,1.04,Procesos_Industriales
2023-01-14 19:00:00,0.17,Procesos_Industriales
2023-02-13 16:00:00,0.64,Generacion_Electrica
2023-04-05 19:00:00,0.16,Transporte
2023-08-07 05:00:00,0.6,Transporte
2023-09-24 01:00:00,0.22,Procesos_Industriales
2023-03-10 02:00:00,0.58,Transporte
2023-11-15 16:00:00,1.27,Transporte
2023-01-21 22:00:00,0.96,Generacion_Electrica
2023-05-29 17:00:00,1.06,Procesos_Industriales
2023-11-01 20:00:00,0.81,Generacion_Electrica
2023-07-13 15:00:00,1.39,Transporte
2023-06-17 10:00:00,0.86,Procesos_Industriales
2023-06-25 16:00:00,0.25,Procesos_Industriales
2023-09-03 11:00:00,1.41,Procesos_Industriales
2023-08-06 23:00:00,0.29,Procesos_Industriales
2023-12-09 06:00:00,1.5,Procesos_Industriales
2023-11-24 00:00:00,0.71,Procesos_Industriales
2023-11-06 15:00:00,0.2,Generacion_Electrica
2023-01-20 23:00:00,1.31,Generacion_Electrica
2023-04-09 02:00:00,0.23,Transporte
2023-07-22 16:00:00,0.34,Procesos_Industriales
2023-02-17 15:00:00,0.68,Procesos_Industriales
2023-04-08 05:00:00,1.05,Generacion_Electrica
2023-07-31 19:00:00,0.27,Transporte
2023-11-28 08:00:00,0.97,Transporte
2023-11-12 14:00:00,1.19,Procesos_Industriales
2023-08-08 15:00:00,0.27,Transporte
2023-04-21 05:00:00,1.01,Transporte
2023-08-15 20:00:00,1.44,Procesos_Industriales
2023-09-10 19:00:00,1.45,Procesos_Industriales
2023-02-04 22:00:00,0.33,Procesos_Industriales
2023-11-05 21:00:00,1.16,Generacion_Electrica
2023-12-08 07:00:00,1.29,Procesos_Industriales
2023-07-29 19:00:00,1.34,Transporte
2023-04-03 01:00:00,0.55,Generacion_Electrica
2023-07-30 08:00:00,0.48,Transporte
2023-03-23 15:00:00,0.17,Generacion_Electrica
2023-01-12 11:00:00,0.66,Procesos_Industriales
2023-07-12 16:00:00,0.27,Transporte
2023-03-18 17:00:00,1.2,Generacion_Electrica
2023-06-22 17:00:00,0.3,Transporte
2023-08-25 11:00:00,1.25,Procesos_Industriales
2023-10-22 01:00:00,0.25,Generacion_Electrica
2023-12-07 21:00:00,0.77,Transporte
2023-01-21 07:00:00,0.64,Generacion_Electrica
2023-03-30 15:00:00,0.94,Procesos_Industriales
2023-08-14 05:00:00,0.83,Generacion_Electrica
2023-10-07 08:00:00,0.94,Generacion_Electrica
2023-10-30 17:00:00,0.1,Transporte
2023-08-22 05:00:00,0.28,Generacion_Electrica
2023-03-22 20:00:00,0.82,Procesos_Industriales
2023-11-19 07:00:00,0.42,Transporte
2023-07-01 06:00:00,0.21,Generacion_Electrica
2023-02-09 23:00:00,0.4,Procesos_Industriales
2023-10-04 06:00:00,1.19,Procesos_Industriales
2023-08-30 08:00:00,0.86,Generacion_Electrica
2023-04-17 19:00:00,0.37,Generacion_Electrica
2023-01-20 07:00:00,0.12,Transporte
2023-11-16 15:00:00,0.6,Procesos_Industriales
2023-12-08 23:00:00,0.6,Procesos_Industriales
2023-02-08 06:00:00,1.13,Procesos_Industriales
2023-09-11 15:00:00,1.39,Generacion_Electrica
2023-03-09 05:00:00,0.62,Generacion_Electrica
2023-03-30 08:00:00,1.06,Generacion_Electrica
2023-05-22 07:00:00,0.99,Transporte
2023-03-20 09:00:00,0.69,Procesos_Industriales
2023-11-03 18:00:00,0.19,Procesos_Industriales
2023-07-28 09:00:00,0.76,Generacion_Electrica
2023-10-30 08:00:00,0.6,Transporte
2023-06-10 03:00:00,0.87,Transporte
2023-09-13 09:00:00,0.28,Transporte
2023-05-14 18:00:00,1.11,Transporte
2023-08-18 20:00:00,1.2,Transporte
2023-04-16 11:00:00,0.64,Generacion_Electrica
2023-08-17 15:00:00,0.35,Generacion_Electrica
2023-07-09 17:00:00,0.97,Generacion_Electrica
2023-04-05 23:00:00,1.44,Procesos_Industriales
2023-11-01 09:00:00,1.08,Transporte
2023-08-20 12:00:00,0.27,Transporte
2023-01-07 10:00:00,0.66,Procesos_Industriales
2023-06-02 17:00:00,1.38,Transporte
2023-10-08 07:00:00,0.99,Transporte
2023-02-16 10:00:00,0.31,Transporte
2023-01-30 03:00:00,1.11,Transporte
2023-11-12 05:00:00,0.59,Transporte
2023-10-17 19:00:00,0.79,Generacion_Electrica
2023-10-24 05:00:00,0.68,Transporte
2023-02-12 05:00:00,1.12,Generacion_Electrica
2023-12-30 19:00:00,0.41,Generacion_Electrica
2023-01-01 11:00:00,0.64,Generacion_Electrica
2023-11-08 10:00:00,1.14,Generacion_Electrica
2023-07-05 19:00:00,1.09,Procesos_Industriales
2023-01-28 13:00:00,0.38,Generacion_Electrica
2023-07-13 01:00:00,0.59,Procesos_Industriales
2023-11-04 13:00:00,0.12,Procesos_Industriales
2023-08-21 06:00:00,0.84,Generacion_Electrica
2023-09-02 15:00:00,0.49,Transporte
2023-01-25 03:00:00,0.12,Transporte
2023-12-19 05:00:00,0.69,Generacion_Electrica
2023-01-21 15:00:00,1.4,Generacion_Electrica
2023-06-26 01:00:00,1.39,Procesos_Industriales
2023-09-05 06:00:00,0.62,Procesos_Industriales
2023-03-31 00:00:00,0.73,Transporte
2023-07-30 23:00:00,0.44,Procesos_Industriales
2023-08-16 03:00:00,0.2,Procesos_Industriales
2023-12-29 09:00:00,1.07,Generacion_Electrica
2023-11-01 01:00:00,1.22,Procesos_Industriales
2023-01-09 14:00:00,1.33,Procesos_Industriales
2023-05-11 10:00:00,1.41,Procesos_Industriales
2023-03-19 06:00:00,1.38,Transporte
2023-08-21 10:00:00,0.14,Generacion_Electrica
2023-08-08 08:00:00,1.47,Transporte
2023-11-08 13:00:00,0.63,Generacion_Electrica
2023-03-11 04:00:00,1.34,Generacion_Electrica
2023-12-03 20:00:00,0.72,Procesos_Industriales
2023-11-11 12:00:00,0.69,Transporte
2023-07-27 11:00:00,0.12,Transporte
2023-07-30 06:00:00,0.17,Procesos_Industriales
2023-12-20 04:00:00,1.04,Transporte
2023-01-30 22:00:00,1.41,Generacion_Electrica
2023-12-29 05:00:00,0.41,Generacion_Electrica
2023-01-11 17:00:00,0.23,Generacion_Electrica
2023-07-24 09:00:00,0.4,Procesos_Industriales
2023-04-19 05:00:00,0.4,Transporte
2023-11-30 20:00:00,0.51,Generacion_Electrica
2023-10-11 06:00:00,0.23,Procesos_Industriales
2023-05-06 13:00:00,0.43,Generacion_Electrica
2023-08-06 16:00:00,1.39,Generacion_Electrica
2023-07-12 09:00:00,1.35,Transporte
2023-07-31 00:00:00,0.54,Procesos_Industriales
2023-02-06 23:00:00,1.5,Generacion_Electrica
2023-10-31 09:00:00,0.52,Generacion_Electrica
2023-02-01 00:00:00,1.11,Procesos_Industriales
2023-10-29 12:00:00,1.0,Procesos_Industriales
2023-05-24 04:00:00,0.19,Transporte
2023-08-04 03:00:00,0.58,Generacion_Electrica
2023-03-13 00:00:00,1.43,Transporte
2023-12-17 02:00:00,0.17,Generacion_Electrica
2023-06-19 08:00:00,0.34,Transporte
2023-08-06 18:00:00,1.46,Generacion_Electrica
2023-03-23 12:00:00,0.16,Procesos_Industriales
2023-03-12 22:00:00,0.73,Transporte
2023-06-25 14:00:00,1.39,Procesos_Industriales
2023-12-28 13:00:00,1.42,Generacion_Electrica
2023-04-15 05:00:00,1.47,Procesos_Industriales
2023-08-02 15:00:00,0.77,Transporte
2023-07-11 23:00:00,0.22,Transporte
2023-09-30 09:00:00,1.18,Procesos_Industriales
2023-06-19 00:00:00,1.09,Generacion_Electrica
2023-01-09 05:00:00,0.91,Transporte
2023-11-14 23:00:00,1.34,Generacion_Electrica
2023-07-26 19:00:00,1.38,Transporte
2023-11-29 00:00:00,1.06,Generacion_Electrica
2023-02-24 19:00:00,0.26,Generacion_Electrica
2023-09-20 08:00:00,0.23,Procesos_Industriales
2023-12-04 14:00:00,0.67,Generacion_Electrica
2023-07-22 14:00:00,0.51,Transporte
2023-05-20 05:00:00,0.29,Procesos_Industriales
2023-11-19 19:00:00,0.96,Transporte
2023-12-19 00:00:00,1.06,Procesos_Industriales
2023-04-17 18:00:00,1.08,Procesos_Industriales
2023-03-11 11:00:00,0.35,Generacion_Electrica
2023-09-21 02:00:00,0.53,Generacion_Electrica
2023-09-25 05:00:00,0.38,Transporte
2023-04-21 08:00:00,0.94,Transporte
2023-08-27 22:00:00,0.89,Generacion_Electrica
2023-12-08 15:00:00,0.8,Transporte
2023-03-07 19:00:00,0.51,Transporte
2023-11-14 07:00:00,0.43,Generacion_Electrica
2023-01-06 14:00:00,1.35,Procesos_Industriales
2023-06-21 16:00:00,0.17,Generacion_Electrica
2023-04-15 16:00:00,1.02,Transporte
2023-09-12 09:00:00,0.13,Procesos_Industriales
2023-10-13 07:00:00,0.37,Generacion_Electrica
2023-12-02 08:00:00,0.51,Procesos_Industriales
2023-09-30 17:00:00,1.34,Transporte
2023-09-09 08:00:00,0.29,Procesos_Industriales
2023-02-21 08:00:00,1.41,Transporte
2023-02-07 19:00:00,1.24,Generacion_Electrica
2023-08-24 13:00:00,1.05,Procesos_Industriales
2023-08-03 22:00:00,0.68,Procesos_Industriales
2023-09-04 22:00:00,1.37,Procesos_Industriales
2023-06-20 09:00:00,0.84,Transporte
2023-11-21 03:00:00,0.62,Generacion_Electrica
2023-09-03 23:00:00,0.92,Generacion_Electrica
2023-10-23 10:00:00,0.43,Transporte
2023-04-29 12:00:00,0.48,Procesos_Industriales
2023-06-29 05:00:00,1.39,Transporte
2023-06-29 07:00:00,1.21,Transporte
2023-12-25 04:00:00,0.82,Generacion_Electrica
2023-11-11 13:00:00,0.68,Transporte
2023-07-26 18:00:00,1.23,Procesos_Industriales
2023-02-05 17:00:00,0.9,Transporte
2023-04-10 16:00:00,0.68,Transporte
2023-10-10 03:00:00,0.82,Transporte
2023-11-11 23:00:00,0.43,Procesos_Industriales
2023-06-28 10:00:00,0.38,Transporte
2023-01-01 19:00:00,1.48,Generacion_Electrica
2023-08-16 09:00:00,1.46,Transporte
2023-04-11 20:00:00,0.69,Transporte
2023-11-27 03:00:00,0.82,Generacion_Electrica
2023-01-03 18:00:00,1.26,Generacion_Electrica
2023-05-11 13:00:00,1.12,Generacion_Electrica
2023-02-02 17:00:00,0.24,Generacion_Electrica
2023-10-09 21:00:00,0.62,Generacion_Electrica
2023-11-19 07:00:00,0.45,Generacion_Electrica
2023-03-30 20:00:00,1.49,Procesos_Industriales
